Cpu,   Memory(MB),   NumFiles,   IOSize(MB),   NumThreads,   ThreadMemory(MB),ThputIOps,ThputMbps,RespTime
100 ,     110 ,     1000 ,     8 ,     100 ,     18,  91752.605,  451.4,   0.297
100 ,     110 ,     1000 ,     8 ,     100 ,     20,  84183.409,  414.1,   0.325
100 ,     110 ,     1000 ,     8 ,     110 ,     12,  89526.169,  440.4,   0.322
100 ,     110 ,     1000 ,     8 ,     110 ,     14,  96774.859,  476.0,   0.324
100 ,     110 ,     1000 ,     8 ,     110 ,     16,  86160.239,  423.8,   0.337
100 ,     110 ,     1000 ,     8 ,     110 ,     18,  88147.157,  433.6,   0.340
100 ,     110 ,     1000 ,     8 ,     110 ,     20,  88147.157,  433.6,   0.340
100 ,     110 ,     1000 ,     8 ,     120 ,     12,  87645.234,  431.2,   0.356
100 ,     110 ,     1000 ,     8 ,     120 ,     14,  85904.530,  422.5,   0.350
100 ,     110 ,     1000 ,     8 ,     120 ,     16,  90555.121,  445.4,   0.345
100 ,     110 ,     1000 ,     8 ,     120 ,     18,  90555.121,  445.4,   0.345
100 ,     110 ,     1000 ,     8 ,     120 ,     20,  90555.121,  445.4,   0.345
100 ,     110 ,     1000 ,     8 ,     90 ,     12,  93527.771,  460.1,   0.261
100 ,     110 ,     1000 ,     8 ,     90 ,     14,  96878.195,  476.6,   0.274
100 ,     110 ,     1000 ,     8 ,     90 ,     16,  98196.211,  483.0,   0.277
100 ,     110 ,     1000 ,     8 ,     90 ,     18,  95006.824,  467.4,   0.266
100 ,     110 ,     1000 ,     8 ,     90 ,     20,  91832.488,  451.7,   0.268
100 ,     110 ,     1040 ,     5 ,     100 ,     12,  92298.113,  453.2,   0.301
100 ,     110 ,     1040 ,     5 ,     100 ,     14,  87649.545,  430.3,   0.317
100 ,     110 ,     1040 ,     5 ,     100 ,     16,  84675.755,  415.8,   0.330
100 ,     110 ,     1040 ,     5 ,     100 ,     18,  85390.387,  419.3,   0.310
100 ,     110 ,     1040 ,     5 ,     100 ,     20,  80902.232,  397.2,   0.348
100 ,     110 ,     1040 ,     5 ,     110 ,     12,  92857.715,  456.0,   0.346
100 ,     110 ,     1040 ,     5 ,     110 ,     14,  92886.072,  456.1,   0.337
100 ,     110 ,     1040 ,     5 ,     110 ,     16,  90689.759,  445.3,   0.332
100 ,     110 ,     1040 ,     5 ,     110 ,     18,  82113.649,  403.2,   0.336
100 ,     110 ,     1040 ,     5 ,     110 ,     20,  82113.649,  403.2,   0.336
100 ,     110 ,     1040 ,     5 ,     120 ,     12,  93643.937,  459.8,   0.353
100 ,     110 ,     1040 ,     5 ,     120 ,     14,  87641.830,  430.3,   0.396
100 ,     110 ,     1040 ,     5 ,     120 ,     16,  87133.141,  427.8,   0.364
100 ,     110 ,     1040 ,     5 ,     120 ,     18,  87133.141,  427.8,   0.364
100 ,     110 ,     1040 ,     5 ,     120 ,     20,  87133.141,  427.8,   0.364
100 ,     110 ,     1040 ,     5 ,     90 ,     12,  98488.298,  483.6,   0.259
100 ,     110 ,     1040 ,     5 ,     90 ,     14,  91325.639,  448.4,   0.270
100 ,     110 ,     1040 ,     5 ,     90 ,     16,  92224.150,  452.8,   0.284
100 ,     110 ,     1040 ,     5 ,     90 ,     18,  85146.077,  418.1,   0.298
100 ,     110 ,     1040 ,     5 ,     90 ,     20,  86154.251,  423.0,   0.296
100 ,     110 ,     1040 ,     6 ,     100 ,     12,  91024.103,  446.9,   0.292
100 ,     110 ,     1040 ,     6 ,     100 ,     14,  95236.358,  467.6,   0.292
100 ,     110 ,     1040 ,     6 ,     100 ,     16,  90839.018,  446.0,   0.316
100 ,     110 ,     1040 ,     6 ,     100 ,     18,  84452.774,  414.7,   0.305
100 ,     110 ,     1040 ,     6 ,     100 ,     20,  87162.560,  428.0,   0.288
100 ,     110 ,     1040 ,     6 ,     110 ,     12,  91861.827,  451.0,   0.322
100 ,     110 ,     1040 ,     6 ,     110 ,     14,  86646.223,  425.4,   0.339
100 ,     110 ,     1040 ,     6 ,     110 ,     16,  84344.880,  414.1,   0.349
100 ,     110 ,     1040 ,     6 ,     110 ,     18,  81851.058,  401.8,   0.353
100 ,     110 ,     1040 ,     6 ,     110 ,     20,  81851.058,  401.8,   0.353
100 ,     110 ,     1040 ,     6 ,     120 ,     12,  90050.359,  442.1,   0.344
100 ,     110 ,     1040 ,     6 ,     120 ,     14,  91442.596,  449.0,   0.351
100 ,     110 ,     1040 ,     6 ,     120 ,     16,  83887.203,  411.9,   0.356
100 ,     110 ,     1040 ,     6 ,     120 ,     18,  83887.203,  411.9,   0.356
100 ,     110 ,     1040 ,     6 ,     120 ,     20,  83887.203,  411.9,   0.356
100 ,     110 ,     1040 ,     6 ,     90 ,     12,  100338.676,  492.7,   0.260
100 ,     110 ,     1040 ,     6 ,     90 ,     14,  96523.778,  473.9,   0.264
100 ,     110 ,     1040 ,     6 ,     90 ,     16,  89532.013,  439.6,   0.271
100 ,     110 ,     1040 ,     6 ,     90 ,     18,  86655.468,  425.5,   0.288
100 ,     110 ,     1040 ,     6 ,     90 ,     20,  91167.614,  447.6,   0.276
100 ,     110 ,     1040 ,     7 ,     100 ,     12,  91207.411,  447.9,   0.294
100 ,     110 ,     1040 ,     7 ,     100 ,     14,  88806.606,  436.0,   0.306
100 ,     110 ,     1040 ,     7 ,     100 ,     16,  90131.501,  442.5,   0.313
100 ,     110 ,     1040 ,     7 ,     100 ,     18,  89359.090,  438.7,   0.321
100 ,     110 ,     1040 ,     7 ,     100 ,     20,  84217.243,  413.5,   0.300
100 ,     110 ,     1040 ,     7 ,     110 ,     12,  95599.040,  469.4,   0.320
100 ,     110 ,     1040 ,     7 ,     110 ,     14,  93016.342,  456.7,   0.315
100 ,     110 ,     1040 ,     7 ,     110 ,     16,  85525.333,  420.0,   0.328
100 ,     110 ,     1040 ,     7 ,     110 ,     18,  87346.794,  428.8,   0.329
100 ,     110 ,     1040 ,     7 ,     110 ,     20,  87346.794,  428.8,   0.329
100 ,     110 ,     1040 ,     7 ,     120 ,     12,  94448.457,  463.7,   0.351
100 ,     110 ,     1040 ,     7 ,     120 ,     14,  92865.939,  455.9,   0.344
100 ,     110 ,     1040 ,     7 ,     120 ,     16,  82912.056,  407.0,   0.399
100 ,     110 ,     1040 ,     7 ,     120 ,     18,  82912.056,  407.0,   0.399
100 ,     110 ,     1040 ,     7 ,     120 ,     20,  82912.056,  407.0,   0.399
100 ,     110 ,     1040 ,     7 ,     90 ,     12,  97156.261,  477.0,   0.269
100 ,     110 ,     1040 ,     7 ,     90 ,     14,  91350.108,  448.6,   0.263
100 ,     110 ,     1040 ,     7 ,     90 ,     16,  91136.659,  447.5,   0.285
100 ,     110 ,     1040 ,     7 ,     90 ,     18,  90042.521,  442.1,   0.256
100 ,     110 ,     1040 ,     7 ,     90 ,     20,  87707.193,  430.7,   0.274
100 ,     110 ,     1040 ,     8 ,     100 ,     12,  91855.864,  451.1,   0.288
100 ,     110 ,     1040 ,     8 ,     100 ,     14,  96947.668,  476.0,   0.286
100 ,     110 ,     1040 ,     8 ,     100 ,     16,  88473.486,  434.5,   0.290
100 ,     110 ,     1040 ,     8 ,     100 ,     18,  86409.716,  424.3,   0.298
100 ,     110 ,     1040 ,     8 ,     100 ,     20,  85621.621,  420.3,   0.306
100 ,     110 ,     1040 ,     8 ,     110 ,     12,  90141.631,  442.6,   0.319
100 ,     110 ,     1040 ,     8 ,     110 ,     14,  86745.178,  425.9,   0.362
100 ,     110 ,     1040 ,     8 ,     110 ,     16,  86554.369,  425.0,   0.324
100 ,     110 ,     1040 ,     8 ,     110 ,     18,  90162.648,  442.7,   0.351
100 ,     110 ,     1040 ,     8 ,     110 ,     20,  90162.648,  442.7,   0.351
100 ,     110 ,     1040 ,     8 ,     120 ,     12,  93871.611,  460.9,   0.363
100 ,     110 ,     1040 ,     8 ,     120 ,     14,  91602.070,  449.7,   0.363
100 ,     110 ,     1040 ,     8 ,     120 ,     16,  87180.300,  428.1,   0.357
100 ,     110 ,     1040 ,     8 ,     120 ,     18,  87180.300,  428.1,   0.357
100 ,     110 ,     1040 ,     8 ,     120 ,     20,  87180.300,  428.1,   0.357
100 ,     110 ,     1040 ,     8 ,     90 ,     12,  93111.560,  457.2,   0.262
100 ,     110 ,     1040 ,     8 ,     90 ,     14,  91934.064,  451.4,   0.270
100 ,     110 ,     1040 ,     8 ,     90 ,     16,  99444.061,  488.3,   0.252
100 ,     110 ,     1040 ,     8 ,     90 ,     18,  95875.601,  470.8,   0.268
100 ,     110 ,     1040 ,     8 ,     90 ,     20,  87668.661,  430.5,   0.269
100 ,     110 ,     1080 ,     5 ,     100 ,     12,  95117.433,  476.3,   0.293
100 ,     110 ,     1080 ,     5 ,     100 ,     14,  92503.840,  463.2,   0.319
100 ,     110 ,     1080 ,     5 ,     100 ,     16,  92430.719,  462.8,   0.302
100 ,     110 ,     1080 ,     5 ,     100 ,     18,  89292.219,  447.1,   0.322
100 ,     110 ,     1080 ,     5 ,     100 ,     20,  77843.511,  389.8,   0.407
100 ,     110 ,     1080 ,     5 ,     110 ,     12,  92492.053,  463.1,   0.332
100 ,     110 ,     1080 ,     5 ,     110 ,     14,  87016.287,  435.7,   0.347
100 ,     110 ,     1080 ,     5 ,     110 ,     16,  83017.057,  415.7,   0.348
100 ,     110 ,     1080 ,     5 ,     110 ,     18,  80475.931,  402.9,   0.348
100 ,     110 ,     1080 ,     5 ,     110 ,     20,  80475.931,  402.9,   0.348
100 ,     110 ,     1080 ,     5 ,     120 ,     12,  84573.718,  423.4,   0.371
100 ,     110 ,     1080 ,     5 ,     120 ,     14,  83163.145,  416.4,   0.386
100 ,     110 ,     1080 ,     5 ,     120 ,     16,  83290.286,  417.0,   0.375
100 ,     110 ,     1080 ,     5 ,     120 ,     18,  83290.286,  417.0,   0.375
100 ,     110 ,     1080 ,     5 ,     120 ,     20,  83290.286,  417.0,   0.375
100 ,     110 ,     1080 ,     5 ,     90 ,     12,  91108.679,  456.2,   0.272
100 ,     110 ,     1080 ,     5 ,     90 ,     14,  89476.596,  448.1,   0.271
100 ,     110 ,     1080 ,     5 ,     90 ,     16,  93807.525,  469.7,   0.295
100 ,     110 ,     1080 ,     5 ,     90 ,     18,  93098.072,  466.2,   0.273
100 ,     110 ,     1080 ,     5 ,     90 ,     20,  90403.698,  452.7,   0.290
100 ,     110 ,     1080 ,     6 ,     100 ,     12,  96403.756,  482.7,   0.300
100 ,     110 ,     1080 ,     6 ,     100 ,     14,  88224.236,  441.8,   0.299
100 ,     110 ,     1080 ,     6 ,     100 ,     16,  85956.449,  430.4,   0.306
100 ,     110 ,     1080 ,     6 ,     100 ,     18,  86355.093,  432.4,   0.314
100 ,     110 ,     1080 ,     6 ,     100 ,     20,  81322.297,  407.2,   0.343
100 ,     110 ,     1080 ,     6 ,     110 ,     12,  86810.980,  434.7,   0.353
100 ,     110 ,     1080 ,     6 ,     110 ,     14,  92397.242,  462.7,   0.321
100 ,     110 ,     1080 ,     6 ,     110 ,     16,  85103.269,  426.1,   0.338
100 ,     110 ,     1080 ,     6 ,     110 ,     18,  85439.022,  427.8,   0.339
100 ,     110 ,     1080 ,     6 ,     110 ,     20,  85439.022,  427.8,   0.339
100 ,     110 ,     1080 ,     6 ,     120 ,     12,  93037.527,  465.8,   0.375
100 ,     110 ,     1080 ,     6 ,     120 ,     14,  88103.260,  441.1,   0.360
100 ,     110 ,     1080 ,     6 ,     120 ,     16,  81305.164,  407.0,   0.387
100 ,     110 ,     1080 ,     6 ,     120 ,     18,  81305.164,  407.0,   0.387
100 ,     110 ,     1080 ,     6 ,     120 ,     20,  81305.164,  407.0,   0.387
100 ,     110 ,     1080 ,     6 ,     90 ,     12,  91946.274,  460.4,   0.298
100 ,     110 ,     1080 ,     6 ,     90 ,     14,  90024.475,  450.8,   0.272
100 ,     110 ,     1080 ,     6 ,     90 ,     16,  95667.694,  479.1,   0.260
100 ,     110 ,     1080 ,     6 ,     90 ,     18,  89661.338,  449.0,   0.307
100 ,     110 ,     1080 ,     6 ,     90 ,     20,  85109.010,  426.1,   0.276
100 ,     110 ,     1080 ,     7 ,     100 ,     12,  98528.817,  493.4,   0.290
100 ,     110 ,     1080 ,     7 ,     100 ,     14,  93807.749,  469.7,   0.320
100 ,     110 ,     1080 ,     7 ,     100 ,     16,  93721.528,  469.3,   0.303
100 ,     110 ,     1080 ,     7 ,     100 ,     18,  88712.716,  444.2,   0.315
100 ,     110 ,     1080 ,     7 ,     100 ,     20,  81161.246,  406.4,   0.337
100 ,     110 ,     1080 ,     7 ,     110 ,     12,  88466.761,  442.9,   0.350
100 ,     110 ,     1080 ,     7 ,     110 ,     14,  92859.121,  465.0,   0.344
100 ,     110 ,     1080 ,     7 ,     110 ,     16,  88643.679,  443.8,   0.328
100 ,     110 ,     1080 ,     7 ,     110 ,     18,  86899.278,  435.1,   0.346
100 ,     110 ,     1080 ,     7 ,     110 ,     20,  86899.278,  435.1,   0.346
100 ,     110 ,     1080 ,     7 ,     120 ,     12,  92912.081,  465.2,   0.376
100 ,     110 ,     1080 ,     7 ,     120 ,     14,  84853.696,  424.9,   0.373
100 ,     110 ,     1080 ,     7 ,     120 ,     16,  89065.318,  446.0,   0.368
100 ,     110 ,     1080 ,     7 ,     120 ,     18,  89065.318,  446.0,   0.368
100 ,     110 ,     1080 ,     7 ,     120 ,     20,  89065.318,  446.0,   0.368
100 ,     110 ,     1080 ,     7 ,     90 ,     12,  92179.241,  461.6,   0.262
100 ,     110 ,     1080 ,     7 ,     90 ,     14,  93850.150,  470.0,   0.254
100 ,     110 ,     1080 ,     7 ,     90 ,     16,  94528.827,  473.3,   0.262
100 ,     110 ,     1080 ,     7 ,     90 ,     18,  88210.363,  441.7,   0.267
100 ,     110 ,     1080 ,     7 ,     90 ,     20,  87750.679,  439.4,   0.283
100 ,     110 ,     1080 ,     8 ,     100 ,     12,  95705.507,  479.2,   0.311
100 ,     110 ,     1080 ,     8 ,     100 ,     14,  88741.011,  444.3,   0.302
100 ,     110 ,     1080 ,     8 ,     100 ,     16,  90434.259,  452.8,   0.328
100 ,     110 ,     1080 ,     8 ,     100 ,     18,  85179.981,  426.5,   0.321
100 ,     110 ,     1080 ,     8 ,     100 ,     20,  84395.792,  422.6,   0.302
100 ,     110 ,     1080 ,     8 ,     110 ,     12,  89067.032,  445.9,   0.335
100 ,     110 ,     1080 ,     8 ,     110 ,     14,  87163.116,  436.4,   0.328
100 ,     110 ,     1080 ,     8 ,     110 ,     16,  85400.561,  427.6,   0.364
100 ,     110 ,     1080 ,     8 ,     110 ,     18,  84231.624,  421.7,   0.385
100 ,     110 ,     1080 ,     8 ,     110 ,     20,  84231.624,  421.7,   0.385
100 ,     110 ,     1080 ,     8 ,     120 ,     12,  84767.258,  424.4,   0.394
100 ,     110 ,     1080 ,     8 ,     120 ,     14,  88162.509,  441.5,   0.357
100 ,     110 ,     1080 ,     8 ,     120 ,     16,  84140.107,  421.3,   0.358
100 ,     110 ,     1080 ,     8 ,     120 ,     18,  84140.107,  421.3,   0.358
100 ,     110 ,     1080 ,     8 ,     120 ,     20,  84140.107,  421.3,   0.358
100 ,     110 ,     1080 ,     8 ,     90 ,     12,  93185.777,  466.6,   0.265
100 ,     110 ,     1080 ,     8 ,     90 ,     14,  91007.794,  455.7,   0.304
100 ,     110 ,     1080 ,     8 ,     90 ,     16,  90732.104,  454.3,   0.265
100 ,     110 ,     1080 ,     8 ,     90 ,     18,  85794.668,  429.6,   0.310
100 ,     110 ,     1080 ,     8 ,     90 ,     20,  87437.594,  437.8,   0.266
100 ,     110 ,     960 ,     5 ,     100 ,     12,  90020.541,  442.7,   0.297
100 ,     110 ,     960 ,     5 ,     100 ,     14,  87987.384,  432.7,   0.315
100 ,     110 ,     960 ,     5 ,     100 ,     16,  94867.968,  466.5,   0.297
100 ,     110 ,     960 ,     5 ,     100 ,     18,  86256.153,  424.3,   0.304
100 ,     110 ,     960 ,     5 ,     100 ,     20,  84284.458,  414.4,   0.305
100 ,     110 ,     960 ,     5 ,     110 ,     12,  87961.638,  432.5,   0.328
100 ,     110 ,     960 ,     5 ,     110 ,     14,  86830.400,  427.0,   0.346
100 ,     110 ,     960 ,     5 ,     110 ,     16,  85336.302,  419.7,   0.330
100 ,     110 ,     960 ,     5 ,     110 ,     18,  87572.795,  430.7,   0.340
100 ,     110 ,     960 ,     5 ,     110 ,     20,  87572.795,  430.7,   0.340
100 ,     110 ,     960 ,     5 ,     120 ,     12,  87686.589,  431.2,   0.353
100 ,     110 ,     960 ,     5 ,     120 ,     14,  84313.231,  414.6,   0.378
100 ,     110 ,     960 ,     5 ,     120 ,     16,  81013.543,  398.4,   0.375
100 ,     110 ,     960 ,     5 ,     120 ,     18,  81013.543,  398.4,   0.375
100 ,     110 ,     960 ,     5 ,     120 ,     20,  81013.543,  398.4,   0.375
100 ,     110 ,     960 ,     5 ,     90 ,     12,  90474.644,  445.0,   0.268
100 ,     110 ,     960 ,     5 ,     90 ,     14,  97204.012,  478.0,   0.260
100 ,     110 ,     960 ,     5 ,     90 ,     16,  87809.380,  431.8,   0.278
100 ,     110 ,     960 ,     5 ,     90 ,     18,  91333.522,  449.2,   0.284
100 ,     110 ,     960 ,     5 ,     90 ,     20,  91879.458,  451.9,   0.263
100 ,     110 ,     960 ,     6 ,     100 ,     12,  97255.654,  478.3,   0.286
100 ,     110 ,     960 ,     6 ,     100 ,     14,  88334.377,  434.5,   0.311
100 ,     110 ,     960 ,     6 ,     100 ,     16,  88144.136,  433.5,   0.296
100 ,     110 ,     960 ,     6 ,     100 ,     18,  91798.130,  451.5,   0.301
100 ,     110 ,     960 ,     6 ,     100 ,     20,  84222.686,  414.1,   0.315
100 ,     110 ,     960 ,     6 ,     110 ,     12,  89572.720,  440.5,   0.340
100 ,     110 ,     960 ,     6 ,     110 ,     14,  93771.856,  461.1,   0.320
100 ,     110 ,     960 ,     6 ,     110 ,     16,  84990.581,  417.9,   0.333
100 ,     110 ,     960 ,     6 ,     110 ,     18,  84216.475,  414.2,   0.348
100 ,     110 ,     960 ,     6 ,     110 ,     20,  84216.475,  414.2,   0.348
100 ,     110 ,     960 ,     6 ,     120 ,     12,  89309.990,  439.2,   0.370
100 ,     110 ,     960 ,     6 ,     120 ,     14,  89134.767,  438.3,   0.381
100 ,     110 ,     960 ,     6 ,     120 ,     16,  85958.427,  422.8,   0.354
100 ,     110 ,     960 ,     6 ,     120 ,     18,  85958.427,  422.8,   0.354
100 ,     110 ,     960 ,     6 ,     120 ,     20,  85958.427,  422.8,   0.354
100 ,     110 ,     960 ,     6 ,     90 ,     12,  100866.801,  496.0,   0.260
100 ,     110 ,     960 ,     6 ,     90 ,     14,  89496.731,  440.1,   0.270
100 ,     110 ,     960 ,     6 ,     90 ,     16,  89356.947,  439.4,   0.272
100 ,     110 ,     960 ,     6 ,     90 ,     18,  92367.307,  454.3,   0.264
100 ,     110 ,     960 ,     6 ,     90 ,     20,  92645.150,  455.6,   0.264
100 ,     110 ,     960 ,     7 ,     100 ,     12,  92168.813,  453.3,   0.309
100 ,     110 ,     960 ,     7 ,     100 ,     14,  89805.733,  441.6,   0.291
100 ,     110 ,     960 ,     7 ,     100 ,     16,  93240.393,  458.5,   0.307
100 ,     110 ,     960 ,     7 ,     100 ,     18,  90086.681,  443.0,   0.300
100 ,     110 ,     960 ,     7 ,     100 ,     20,  85601.477,  420.9,   0.319
100 ,     110 ,     960 ,     7 ,     110 ,     12,  94914.968,  466.8,   0.330
100 ,     110 ,     960 ,     7 ,     110 ,     14,  91452.901,  449.7,   0.337
100 ,     110 ,     960 ,     7 ,     110 ,     16,  85726.280,  421.5,   0.347
100 ,     110 ,     960 ,     7 ,     110 ,     18,  88120.009,  433.4,   0.344
100 ,     110 ,     960 ,     7 ,     110 ,     20,  88120.009,  433.4,   0.344
100 ,     110 ,     960 ,     7 ,     120 ,     12,  90271.486,  443.9,   0.346
100 ,     110 ,     960 ,     7 ,     120 ,     14,  92578.247,  455.3,   0.351
100 ,     110 ,     960 ,     7 ,     120 ,     16,  83566.599,  410.9,   0.362
100 ,     110 ,     960 ,     7 ,     120 ,     18,  83566.599,  410.9,   0.362
100 ,     110 ,     960 ,     7 ,     120 ,     20,  83566.599,  410.9,   0.362
100 ,     110 ,     960 ,     7 ,     90 ,     12,  94674.393,  465.6,   0.263
100 ,     110 ,     960 ,     7 ,     90 ,     14,  92345.467,  454.2,   0.257
100 ,     110 ,     960 ,     7 ,     90 ,     16,  89267.549,  439.0,   0.279
100 ,     110 ,     960 ,     7 ,     90 ,     18,  87595.580,  430.8,   0.277
100 ,     110 ,     960 ,     7 ,     90 ,     20,  92368.295,  454.3,   0.272
100 ,     110 ,     960 ,     8 ,     100 ,     12,  95497.419,  469.6,   0.303
100 ,     110 ,     960 ,     8 ,     100 ,     14,  99779.504,  490.7,   0.287
100 ,     110 ,     960 ,     8 ,     100 ,     16,  90750.469,  446.2,   0.294
100 ,     110 ,     960 ,     8 ,     100 ,     18,  85066.447,  418.3,   0.310
100 ,     110 ,     960 ,     8 ,     100 ,     20,  88297.750,  434.2,   0.324
100 ,     110 ,     960 ,     8 ,     110 ,     12,  90112.078,  443.2,   0.335
100 ,     110 ,     960 ,     8 ,     110 ,     14,  88721.995,  436.3,   0.323
100 ,     110 ,     960 ,     8 ,     110 ,     16,  87156.262,  428.6,   0.342
100 ,     110 ,     960 ,     8 ,     110 ,     18,  89196.093,  438.8,   0.322
100 ,     110 ,     960 ,     8 ,     110 ,     20,  89196.093,  438.8,   0.322
100 ,     110 ,     960 ,     8 ,     120 ,     12,  92136.682,  453.1,   0.365
100 ,     110 ,     960 ,     8 ,     120 ,     14,  86200.889,  423.9,   0.365
100 ,     110 ,     960 ,     8 ,     120 ,     16,  90066.834,  442.9,   0.358
100 ,     110 ,     960 ,     8 ,     120 ,     18,  90066.834,  442.9,   0.358
100 ,     110 ,     960 ,     8 ,     120 ,     20,  90066.834,  442.9,   0.358
100 ,     110 ,     960 ,     8 ,     90 ,     12,  95344.966,  468.9,   0.258
100 ,     110 ,     960 ,     8 ,     90 ,     14,  95021.904,  467.4,   0.256
100 ,     110 ,     960 ,     8 ,     90 ,     16,  97388.086,  479.0,   0.259
100 ,     110 ,     960 ,     8 ,     90 ,     18,  88074.270,  433.2,   0.266
100 ,     110 ,     960 ,     8 ,     90 ,     20,  92676.964,  455.8,   0.268
100 ,          140 ,   96 ,    50 ,          90 ,          12 ,   61.06,     300.3, 29.1
100 ,          140 ,   96 ,    50 ,          90 ,          14 ,   52.84,     259.8, 32.4
100 ,          140 ,   96 ,    50 ,          115 ,          12 ,   39.52,     194.4, 58.5
100 ,          140 ,   96 ,    50 ,          115 ,          14 ,   39.0,     192.7, 38.0
100 ,          140 ,   96 ,    60 ,          90 ,          12 ,   58.03,     285.4, 29.2
100 ,          140 ,   96 ,    60 ,          90 ,          14 ,   51.12,     251.4, 30.1
100 ,          140 ,   96 ,    60 ,          115 ,          12 ,   40.63,     199.8, 48.7
100 ,          140 ,   96 ,    60 ,          115 ,          14 ,   31.05,     152.5, 58.6
100 ,          140 ,   104 ,    50 ,          90 ,          12 ,   62.67,     307.8, 23.3
100 ,          140 ,   104 ,    50 ,          90 ,          14 ,   44.08,     216.5, 48.9
100 ,          140 ,   104 ,    50 ,          115 ,          12 ,   40.55,     199.1, 45.2
100 ,          140 ,   104 ,    50 ,          115 ,          14 ,   29.83,     146.5, 44.1
100 ,          140 ,   104 ,    60 ,          90 ,          12 ,   67.15,     329.6, 29.3
100 ,          140 ,   104 ,    60 ,          90 ,          14 ,   51.26,     251.8, 37.0
100 ,          140 ,   104 ,    60 ,          115 ,          12 ,   36.33,     178.4, 70.2
100 ,          140 ,   104 ,    60 ,          115 ,          14 ,   33.56,     164.6, 60.1
100 ,          80 ,   96 ,    50 ,          90 ,          12 ,   69.21,     340.5, 35.2
100 ,          80 ,   96 ,    50 ,          90 ,          14 ,   85.89,     422.4, 27.8
100 ,          80 ,   96 ,    50 ,          115 ,          12 ,   50.14,     246.4, 48.3
100 ,          80 ,   96 ,    50 ,          115 ,          14 ,   45.12,     221.8, 89.6
100 ,          80 ,   96 ,    60 ,          90 ,          12 ,   51.27,     252.0, 30.5
100 ,          80 ,   96 ,    60 ,          90 ,          14 ,   37.88,     186.4, 67.8
100 ,          80 ,   96 ,    60 ,          115 ,          12 ,   78.76,     387.2, 42.9
100 ,          80 ,   96 ,    60 ,          115 ,          14 ,   79.43,     390.4, 46.3
100 ,          80 ,   104 ,    50 ,          90 ,          12 ,   61.76,     303.1, 32.9
100 ,          80 ,   104 ,    50 ,          90 ,          14 ,   76.75,     376.8, 52.1
100 ,          80 ,   104 ,    50 ,          115 ,          12 ,   64.58,     317.1, 57.6
100 ,          80 ,   104 ,    50 ,          115 ,          14 ,   53.33,     261.9, 66.1
100 ,          80 ,   104 ,    60 ,          90 ,          12 ,   68.34,     335.9, 27.5
100 ,          80 ,   104 ,    60 ,          90 ,          14 ,   55.46,     272.3, 34.8
100 ,          80 ,   104 ,    60 ,          115 ,          12 ,   34.2,     167.9, 76.5
100 ,          80 ,   104 ,    60 ,          115 ,          14 ,   39.84,     195.4, 57.6
200 ,          110 ,   96 ,    50 ,          90 ,          12 ,   101.8,     500.7, 16.4
200 ,          110 ,   96 ,    50 ,          90 ,          14 ,   104.79,     515.5, 15.5
200 ,          110 ,   96 ,    50 ,          100 ,          12 ,   87.48,     430.3, 23.3
200 ,          110 ,   96 ,    50 ,          100 ,          14 ,   112.99,     555.9, 20.6
200 ,          110 ,   96 ,    60 ,          90 ,          12 ,   131.83,     648.5, 13.9
200 ,          110 ,   96 ,    60 ,          90 ,          14 ,   78.49,     385.7, 26.3
200 ,          110 ,   96 ,    60 ,          100 ,          12 ,   87.76,     431.5, 22.8
200 ,          110 ,   96 ,    60 ,          100 ,          14 ,   82.47,     405.5, 21.3
200 ,          110 ,   100 ,    50 ,          90 ,          12 ,   94.84,     466.6, 26.4
200 ,          110 ,   100 ,    50 ,          90 ,          14 ,   117.06,     575.9, 13.9
200 ,          110 ,   100 ,    50 ,          100 ,          12 ,   112.87,     555.3, 19.4
200 ,          110 ,   100 ,    50 ,          100 ,          14 ,   68.39,     336.5, 23.6
200 ,          110 ,   100 ,    60 ,          90 ,          12 ,   95.25,     468.6, 25.5
200 ,          110 ,   100 ,    60 ,          90 ,          14 ,   78.33,     385.4, 24.4
200 ,          110 ,   100 ,    60 ,          100 ,          12 ,   71.47,     351.5, 35.5
200 ,          110 ,   100 ,    60 ,          100 ,          14 ,   88.12,     433.5, 19.4
300 ,          110 ,   96 ,    50 ,          90 ,          12 ,   155.36,     764.1, 11.2
300 ,          110 ,   96 ,    50 ,          90 ,          14 ,   148.25,     729.0, 10.8
300 ,          110 ,   96 ,    50 ,          115 ,          12 ,   95.67,     470.3, 27.3
300 ,          110 ,   96 ,    50 ,          115 ,          14 ,   82.72,     406.6, 17.5
300 ,          110 ,   96 ,    60 ,          90 ,          12 ,   157.69,     775.5, 8.8
300 ,          110 ,   96 ,    60 ,          90 ,          14 ,   150.66,     741.5, 11.5
300 ,          110 ,   96 ,    60 ,          115 ,          12 ,   93.43,     459.4, 20.0
300 ,          110 ,   96 ,    60 ,          115 ,          14 ,   73.18,     359.6, 28.8
300 ,          110 ,   104 ,    50 ,          90 ,          12 ,   142.48,     699.7, 16.1
300 ,          110 ,   104 ,    50 ,          90 ,          14 ,   174.86,     858.9, 8.1
300 ,          110 ,   104 ,    50 ,          115 ,          12 ,   96.73,     475.0, 31.6
300 ,          110 ,   104 ,    50 ,          115 ,          14 ,   84.91,     416.9, 14.5
300 ,          110 ,   104 ,    60 ,          90 ,          12 ,   123.26,     605.3, 17.9
